Station,AirQuality,Longitude,Latitude,NO2 Hour,NO2 Quality,NO2 Value,Month,day
Barcelona - Gràcia,Good,2.1534,41.3987,18,Good,82,11,22
Barcelona - Ciutadella,Good,2.1874,41.3864,16,Good,40,11,22
Barcelona - Vall Hebron,Good,2.148,41.4261,18,Good,47,11,22
Barcelona - Palau Reial,Good,2.1151,41.3875,18,Good,67,11,22
Barcelona - Poblenou,Good,2.2045,41.4039,18,Good,89,11,22
Barcelona - Observ Fabra,Good,2.1239,41.4183,18,Good,7,11,22
Barcelona - Sants,Good,2.1331,41.3788,19,Good,72,11,22
Barcelona - Eixample,Good,2.1538,41.3853,17,--,,11,22
Barcelona - Gràcia,Good,2.1534,41.3987,19,Good,90,11,22
Barcelona - Ciutadella,--,2.1874,41.3864,17,--,,11,22
Barcelona - Vall Hebron,Good,2.148,41.4261,19,Good,68,11,22
Barcelona - Palau Reial,Good,2.1151,41.3875,19,Good,77,11,22
Barcelona - Poblenou,Moderate,2.2045,41.4039,19,Moderate,99,11,22
Barcelona - Observ Fabra,Good,2.1239,41.4183,19,Good,15,11,22
Barcelona - Sants,Good,2.1331,41.3788,20,Good,74,11,22
Barcelona - Eixample,Good,2.1538,41.3853,18,--,,11,22
Barcelona - Gràcia,Good,2.1534,41.3987,20,Good,87,11,22
Barcelona - Ciutadella,--,2.1874,41.3864,18,--,,11,22
Barcelona - Vall Hebron,Good,2.148,41.4261,20,Good,85,11,22
Barcelona - Palau Reial,Good,2.1151,41.3875,20,Good,76,11,22
Barcelona - Poblenou,Moderate,2.2045,41.4039,20,Moderate,105,11,22
Barcelona - Observ Fabra,Good,2.1239,41.4183,20,Good,37,11,22
Barcelona - Sants,Good,2.1331,41.3788,21,Good,75,11,22
Barcelona - Eixample,Good,2.1538,41.3853,19,--,,11,22
Barcelona - Gràcia,Good,2.1534,41.3987,21,Good,82,11,22
Barcelona - Ciutadella,--,2.1874,41.3864,19,--,,11,22
Barcelona - Vall Hebron,Good,2.148,41.4261,21,Good,78,11,22
Barcelona - Palau Reial,Good,2.1151,41.3875,21,Good,74,11,22
Barcelona - Poblenou,Moderate,2.2045,41.4039,21,Moderate,92,11,22
Barcelona - Observ Fabra,Good,2.1239,41.4183,21,Good,22,11,22
Barcelona - Sants,Good,2.1331,41.3788,22,Good,78,11,22
Barcelona - Eixample,Good,2.1538,41.3853,22,Good,83,11,22
Barcelona - Gràcia,Good,2.1534,41.3987,22,Good,85,11,22
Barcelona - Ciutadella,Good,2.1874,41.3864,22,Good,75,11,22
Barcelona - Vall Hebron,Good,2.148,41.4261,22,Good,70,11,22
Barcelona - Palau Reial,Good,2.1151,41.3875,22,Good,67,11,22
Barcelona - Poblenou,Good,2.2045,41.4039,22,Good,75,11,22
Barcelona - Observ Fabra,Good,2.1239,41.4183,22,Good,25,11,22
Barcelona - Sants,Good,2.1331,41.3788,23,Good,72,11,23
Barcelona - Eixample,Good,2.1538,41.3853,23,Good,79,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,23,Good,81,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,23,Good,72,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,23,Good,63,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,23,Good,62,11,23
Barcelona - Poblenou,Good,2.2045,41.4039,23,Good,67,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,23,Good,6,11,23
Barcelona - Sants,Good,2.1331,41.3788,0,Good,59,11,23
Barcelona - Eixample,Good,2.1538,41.3853,0,Good,67,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,0,Good,74,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,0,Good,66,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,0,Good,58,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,0,Good,60,11,23
Barcelona - Poblenou,Good,2.2045,41.4039,0,Good,60,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,0,Good,15,11,23
Barcelona - Sants,Good,2.1331,41.3788,1,Good,51,11,23
Barcelona - Eixample,Good,2.1538,41.3853,1,Good,65,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,1,Good,65,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,1,Good,59,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,1,Good,50,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,1,Good,38,11,23
Barcelona - Poblenou,Good,2.2045,41.4039,1,Good,53,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,1,Good,11,11,23
Barcelona - Sants,Good,2.1331,41.3788,2,Good,37,11,23
Barcelona - Eixample,Good,2.1538,41.3853,2,Good,67,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,2,Good,54,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,2,Good,55,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,2,Good,38,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,2,Good,31,11,23
Barcelona - Poblenou,Moderate,2.2045,41.4039,2,Good,44,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,2,Good,7,11,23
Barcelona - Sants,Good,2.1331,41.3788,3,Good,45,11,23
Barcelona - Eixample,Good,2.1538,41.3853,3,Good,70,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,3,Good,41,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,3,Good,49,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,3,Good,41,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,3,Good,38,11,23
Barcelona - Poblenou,Moderate,2.2045,41.4039,3,Good,44,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,3,Good,4,11,23
Barcelona - Sants,Good,2.1331,41.3788,4,Good,51,11,23
Barcelona - Eixample,Good,2.1538,41.3853,4,Good,59,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,4,Good,36,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,4,Good,52,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,4,Good,32,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,4,Good,23,11,23
Barcelona - Poblenou,Moderate,2.2045,41.4039,4,Good,43,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,4,Good,4,11,23
Barcelona - Sants,Good,2.1331,41.3788,5,Good,46,11,23
Barcelona - Eixample,Good,2.1538,41.3853,5,Good,57,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,5,Good,45,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,5,Good,53,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,5,Good,35,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,5,Good,35,11,23
Barcelona - Poblenou,Moderate,2.2045,41.4039,5,Good,44,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,5,Good,3,11,23
Barcelona - Sants,Good,2.1331,41.3788,6,Good,42,11,23
Barcelona - Eixample,Good,2.1538,41.3853,6,Good,53,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,6,Good,48,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,6,Good,55,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,6,Good,47,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,6,Good,38,11,23
Barcelona - Poblenou,Moderate,2.2045,41.4039,6,Good,42,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,6,Good,3,11,23
Barcelona - Sants,Good,2.1331,41.3788,7,Good,49,11,23
Barcelona - Eixample,Good,2.1538,41.3853,7,Good,62,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,7,Good,59,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,7,Good,55,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,7,Good,57,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,7,Good,55,11,23
Barcelona - Poblenou,Moderate,2.2045,41.4039,7,Good,45,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,7,Good,6,11,23
Barcelona - Sants,Good,2.1331,41.3788,8,Good,48,11,23
Barcelona - Eixample,Good,2.1538,41.3853,8,Good,81,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,8,Good,80,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,8,Good,62,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,8,Good,72,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,8,Good,69,11,23
Barcelona - Poblenou,Moderate,2.2045,41.4039,8,Good,50,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,8,Good,7,11,23
Barcelona - Sants,Good,2.1331,41.3788,9,Good,67,11,23
Barcelona - Eixample,Moderate,2.1538,41.3853,9,Moderate,94,11,23
Barcelona - Gràcia,Moderate,2.1534,41.3987,9,Moderate,92,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,9,Good,68,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,9,Good,71,11,23
Barcelona - Palau Reial,Moderate,2.1151,41.3875,9,Moderate,96,11,23
Barcelona - Poblenou,Moderate,2.2045,41.4039,9,Good,52,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,9,Good,8,11,23
Barcelona - Sants,Good,2.1331,41.3788,10,Good,64,11,23
Barcelona - Eixample,Good,2.1538,41.3853,10,Good,90,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,10,Good,78,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,10,Good,62,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,10,Good,48,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,10,Good,74,11,23
Barcelona - Poblenou,Moderate,2.2045,41.4039,10,Good,49,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,10,Good,8,11,23
Barcelona - Sants,Good,2.1331,41.3788,11,Good,66,11,23
Barcelona - Eixample,Good,2.1538,41.3853,11,Good,78,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,11,Good,81,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,11,Good,70,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,11,Good,52,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,11,Good,75,11,23
Barcelona - Poblenou,Good,2.2045,41.4039,11,Good,57,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,11,Good,9,11,23
Barcelona - Sants,Good,2.1331,41.3788,12,Good,63,11,23
Barcelona - Eixample,Good,2.1538,41.3853,12,Good,80,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,11,Good,81,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,12,Good,65,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,12,Good,56,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,11,Good,75,11,23
Barcelona - Poblenou,Good,2.2045,41.4039,12,Good,50,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,12,Good,13,11,23
Barcelona - Sants,Good,2.1331,41.3788,13,Good,74,11,23
Barcelona - Eixample,Good,2.1538,41.3853,13,Good,81,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,11,Good,81,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,13,Good,62,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,13,Good,43,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,13,Good,59,11,23
Barcelona - Poblenou,Good,2.2045,41.4039,12,Good,50,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,13,Good,7,11,23
Barcelona - Sants,Good,2.1331,41.3788,14,Good,62,11,23
Barcelona - Eixample,Good,2.1538,41.3853,14,Good,71,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,14,Good,64,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,14,Good,59,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,14,Good,36,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,14,Good,64,11,23
Barcelona - Poblenou,Good,2.2045,41.4039,14,Good,58,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,14,Good,5,11,23
Barcelona - Sants,Good,2.1331,41.3788,15,Good,56,11,23
Barcelona - Eixample,Good,2.1538,41.3853,15,Good,66,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,15,Good,59,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,15,Good,57,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,15,Good,48,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,15,Good,45,11,23
Barcelona - Poblenou,Moderate,2.2045,41.4039,15,Good,63,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,15,Good,7,11,23
Barcelona - Sants,Good,2.1331,41.3788,16,Good,58,11,23
Barcelona - Eixample,Good,2.1538,41.3853,16,Good,69,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,16,Good,59,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,16,Good,55,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,16,Good,58,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,16,Good,51,11,23
Barcelona - Poblenou,Moderate,2.2045,41.4039,16,Good,64,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,16,Good,8,11,23
Barcelona - Sants,Good,2.1331,41.3788,17,Good,65,11,23
Barcelona - Eixample,Good,2.1538,41.3853,16,Good,69,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,17,Good,75,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,17,Good,55,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,17,Good,51,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,17,Good,72,11,23
Barcelona - Poblenou,Moderate,2.2045,41.4039,17,Good,65,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,17,Good,13,11,23
Barcelona - Sants,Good,2.1331,41.3788,18,Good,57,11,23
Barcelona - Eixample,Good,2.1538,41.3853,16,Good,69,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,18,Good,57,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,18,Good,61,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,18,Good,36,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,18,Good,41,11,23
Barcelona - Poblenou,Moderate,2.2045,41.4039,18,Good,69,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,18,Good,18,11,23
Barcelona - Sants,Good,2.1331,41.3788,19,Good,31,11,23
Barcelona - Eixample,Good,2.1538,41.3853,17,--,,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,19,Good,44,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,19,Good,55,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,19,Good,30,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,19,Good,30,11,23
Barcelona - Poblenou,Good,2.2045,41.4039,19,Good,45,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,19,Good,23,11,23
Barcelona - Sants,Good,2.1331,41.3788,20,Good,31,11,23
Barcelona - Eixample,Good,2.1538,41.3853,18,--,,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,20,Good,40,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,20,Good,52,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,20,Good,26,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,20,Good,28,11,23
Barcelona - Poblenou,Good,2.2045,41.4039,20,Good,43,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,20,Good,20,11,23
Barcelona - Sants,Good,2.1331,41.3788,21,Good,30,11,23
Barcelona - Eixample,Good,2.1538,41.3853,21,Good,44,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,21,Good,51,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,21,Good,46,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,21,Good,23,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,21,Good,23,11,23
Barcelona - Poblenou,Good,2.2045,41.4039,21,Good,44,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,21,Good,12,11,23
Barcelona - Sants,Good,2.1331,41.3788,22,Good,33,11,23
Barcelona - Eixample,Good,2.1538,41.3853,22,Good,53,11,23
Barcelona - Gràcia,Good,2.1534,41.3987,22,Good,50,11,23
Barcelona - Ciutadella,Good,2.1874,41.3864,22,Good,38,11,23
Barcelona - Vall Hebron,Good,2.148,41.4261,22,Good,18,11,23
Barcelona - Palau Reial,Good,2.1151,41.3875,22,Good,19,11,23
Barcelona - Poblenou,Good,2.2045,41.4039,22,Good,46,11,23
Barcelona - Observ Fabra,Good,2.1239,41.4183,22,Good,14,11,23
Barcelona - Sants,Good,2.1331,41.3788,23,Good,27,11,24
Barcelona - Eixample,Good,2.1538,41.3853,23,Good,46,11,24
Barcelona - Gràcia,Good,2.1534,41.3987,23,Good,44,11,24
Barcelona - Ciutadella,Good,2.1874,41.3864,23,Good,45,11,24
Barcelona - Vall Hebron,Good,2.148,41.4261,23,Good,14,11,24
Barcelona - Palau Reial,Good,2.1151,41.3875,23,Good,16,11,24
Barcelona - Poblenou,Good,2.2045,41.4039,23,Good,45,11,24
Barcelona - Observ Fabra,Good,2.1239,41.4183,23,Good,9,11,24
Barcelona - Sants,Good,2.1331,41.3788,0,Good,34,11,24
Barcelona - Eixample,Good,2.1538,41.3853,0,Good,52,11,24
Barcelona - Gràcia,Good,2.1534,41.3987,0,Good,41,11,24
Barcelona - Ciutadella,Good,2.1874,41.3864,0,Good,58,11,24
Barcelona - Vall Hebron,Good,2.148,41.4261,0,Good,9,11,24
Barcelona - Palau Reial,Good,2.1151,41.3875,0,Good,25,11,24
Barcelona - Poblenou,Good,2.2045,41.4039,0,Good,36,11,24
Barcelona - Observ Fabra,Good,2.1239,41.4183,0,Good,6,11,24
Barcelona - Sants,Good,2.1331,41.3788,1,Good,37,11,24
Barcelona - Eixample,Good,2.1538,41.3853,1,Good,45,11,24
Barcelona - Gràcia,Good,2.1534,41.3987,1,Good,48,11,24
Barcelona - Ciutadella,Good,2.1874,41.3864,1,Good,49,11,24
Barcelona - Vall Hebron,Good,2.148,41.4261,1,Good,16,11,24
Barcelona - Palau Reial,Good,2.1151,41.3875,1,Good,29,11,24
Barcelona - Poblenou,Good,2.2045,41.4039,1,Good,50,11,24
Barcelona - Observ Fabra,Good,2.1239,41.4183,1,Good,17,11,24
Barcelona - Sants,Good,2.1331,41.3788,2,Good,30,11,24
Barcelona - Eixample,Good,2.1538,41.3853,2,Good,51,11,24
Barcelona - Gràcia,Good,2.1534,41.3987,2,Good,32,11,24
Barcelona - Ciutadella,Good,2.1874,41.3864,2,Good,54,11,24
Barcelona - Vall Hebron,Good,2.148,41.4261,2,Good,14,11,24
Barcelona - Palau Reial,Good,2.1151,41.3875,2,Good,25,11,24
Barcelona - Poblenou,Good,2.2045,41.4039,2,Good,35,11,24
Barcelona - Observ Fabra,Good,2.1239,41.4183,2,Good,14,11,24
Barcelona - Sants,Good,2.1331,41.3788,3,Good,27,11,24
Barcelona - Eixample,Good,2.1538,41.3853,3,Good,43,11,24
Barcelona - Gràcia,Good,2.1534,41.3987,3,Good,34,11,24
Barcelona - Ciutadella,Good,2.1874,41.3864,3,Good,49,11,24
Barcelona - Vall Hebron,Good,2.148,41.4261,3,Good,13,11,24
Barcelona - Palau Reial,Good,2.1151,41.3875,3,Good,14,11,24
Barcelona - Poblenou,Good,2.2045,41.4039,3,Good,42,11,24
Barcelona - Observ Fabra,Good,2.1239,41.4183,3,Good,14,11,24
Barcelona - Sants,Good,2.1331,41.3788,4,Good,25,11,24
Barcelona - Eixample,Good,2.1538,41.3853,4,Good,35,11,24
Barcelona - Gràcia,Good,2.1534,41.3987,4,Good,25,11,24
Barcelona - Ciutadella,Good,2.1874,41.3864,4,Good,39,11,24
Barcelona - Vall Hebron,Good,2.148,41.4261,4,Good,14,11,24
Barcelona - Palau Reial,Good,2.1151,41.3875,4,Good,17,11,24
Barcelona - Poblenou,Good,2.2045,41.4039,4,Good,42,11,24
Barcelona - Observ Fabra,Good,2.1239,41.4183,4,Good,9,11,24
Barcelona - Sants,Good,2.1331,41.3788,5,Good,18,11,24
Barcelona - Eixample,Good,2.1538,41.3853,5,Good,27,11,24
Barcelona - Gràcia,Good,2.1534,41.3987,5,Good,22,11,24
Barcelona - Ciutadella,Good,2.1874,41.3864,5,Good,37,11,24
Barcelona - Vall Hebron,Good,2.148,41.4261,5,Good,8,11,24
Barcelona - Palau Reial,Good,2.1151,41.3875,5,Good,10,11,24
Barcelona - Poblenou,Good,2.2045,41.4039,5,Good,39,11,24
Barcelona - Observ Fabra,Good,2.1239,41.4183,5,Good,4,11,24
Barcelona - Sants,Good,2.1331,41.3788,6,Good,21,11,24
Barcelona - Eixample,Good,2.1538,41.3853,5,Good,27,11,24
Barcelona - Gràcia,Good,2.1534,41.3987,6,Good,23,11,24
Barcelona - Ciutadella,Good,2.1874,41.3864,6,Good,38,11,24
Barcelona - Vall Hebron,Good,2.148,41.4261,6,Good,26,11,24
Barcelona - Palau Reial,Good,2.1151,41.3875,6,Good,14,11,24
Barcelona - Poblenou,Good,2.2045,41.4039,6,Good,34,11,24
Barcelona - Observ Fabra,Good,2.1239,41.4183,6,Good,3,11,24
Barcelona - Sants,Good,2.1331,41.3788,7,Good,25,11,24
Barcelona - Eixample,Good,2.1538,41.3853,5,Good,27,11,24
Barcelona - Gràcia,Good,2.1534,41.3987,7,Good,44,11,24
Barcelona - Ciutadella,Good,2.1874,41.3864,7,Good,40,11,24
Barcelona - Vall Hebron,Good,2.148,41.4261,7,Good,33,11,24
Barcelona - Palau Reial,Good,2.1151,41.3875,7,Good,24,11,24
Barcelona - Poblenou,Good,2.2045,41.4039,7,Good,43,11,24
Barcelona - Observ Fabra,Good,2.1239,41.4183,7,Good,3,11,24
Barcelona - Sants,Good,2.1331,41.3788,8,Good,27,11,24
Barcelona - Eixample,Good,2.1538,41.3853,6,--,,11,24
Barcelona - Gràcia,Good,2.1534,41.3987,8,Good,44,11,24
Barcelona - Ciutadella,Good,2.1874,41.3864,8,Good,50,11,24
Barcelona - Vall Hebron,Good,2.148,41.4261,8,Good,24,11,24
Barcelona - Palau Reial,Good,2.1151,41.3875,8,Good,36,11,24
Barcelona - Poblenou,Good,2.2045,41.4039,8,Good,45,11,24
Barcelona - Observ Fabra,Good,2.1239,41.4183,8,Good,4,11,24
Barcelona - Sants,Good,2.1331,41.3788,9,Good,37,11,24
Barcelona - Eixample,Good,2.1538,41.3853,9,Good,43,11,24
Barcelona - Gràcia,Good,2.1534,41.3987,9,Good,49,11,24
Barcelona - Ciutadella,Good,2.1874,41.3864,9,Good,55,11,24
Barcelona - Vall Hebron,Good,2.148,41.4261,9,Good,21,11,24
Barcelona - Palau Reial,Good,2.1151,41.3875,9,Good,27,11,24
Barcelona - Poblenou,Good,2.2045,41.4039,9,Good,48,11,24
Barcelona - Observ Fabra,Good,2.1239,41.4183,9,Good,4,11,24
Barcelona - Sants,Good,2.1331,41.3788,10,Good,17,11,24
Barcelona - Eixample,Good,2.1538,41.3853,10,Good,30,11,24
Barcelona - Gràcia,Good,2.1534,41.3987,10,Good,29,11,24
Barcelona - Ciutadella,Good,2.1874,41.3864,10,Good,38,11,24
Barcelona - Vall Hebron,Good,2.148,41.4261,10,Good,12,11,24
Barcelona - Palau Reial,Good,2.1151,41.3875,10,Good,14,11,24
Barcelona - Poblenou,Good,2.2045,41.4039,10,Good,45,11,24
Barcelona - Observ Fabra,Good,2.1239,41.4183,10,Good,3,11,24
Barcelona - Sants,Good,2.1331,41.3788,11,Good,17,11,24
Barcelona - Eixample,Good,2.1538,41.3853,11,Good,25,11,24
Barcelona - Gràcia,Good,2.1534,41.3987,11,Good,30,11,24
Barcelona - Ciutadella,Good,2.1874,41.3864,11,Good,28,11,24
Barcelona - Vall Hebron,Good,2.148,41.4261,11,Good,13,11,24
Barcelona - Palau Reial,Good,2.1151,41.3875,11,Good,11,11,24
Barcelona - Poblenou,Good,2.2045,41.4039,11,Good,30,11,24
Barcelona - Observ Fabra,Good,2.1239,41.4183,11,Good,5,11,24
Barcelona - Sants,Good,2.1331,41.3788,12,Good,19,11,24
Barcelona - Eixample,Good,2.1538,41.3853,12,Good,32,11,24
Barcelona - Gràcia,Good,2.1534,41.3987,12,Good,42,11,24
Barcelona - Ciutadella,Good,2.1874,41.3864,11,Good,28,11,24
Barcelona - Vall Hebron,Good,2.148,41.4261,12,Good,14,11,24
Barcelona - Palau Reial,Good,2.1151,41.3875,12,Good,12,11,24
Barcelona - Poblenou,Good,2.2045,41.4039,12,Good,24,11,24
Barcelona - Observ Fabra,Good,2.1239,41.4183,12,Good,7,11,24
Barcelona - Sants,Good,2.1331,41.3788,13,Good,18,11,24
Barcelona - Eixample,Good,2.1538,41.3853,13,Good,28,11,24
Barcelona - Gràcia,Good,2.1534,41.3987,13,Good,29,11,24
Barcelona - Ciutadella,Good,2.1874,41.3864,11,Good,28,11,24
Barcelona - Vall Hebron,Good,2.148,41.4261,13,Good,12,11,24
Barcelona - Palau Reial,Good,2.1151,41.3875,13,Good,11,11,24
Barcelona - Poblenou,Good,2.2045,41.4039,13,Good,21,11,24
Barcelona - Observ Fabra,Good,2.1239,41.4183,13,Good,8,11,24
Barcelona - Sants,Good,2.1331,41.3788,14,Good,14,11,24
Barcelona - Eixample,Good,2.1538,41.3853,13,Good,28,11,24
Barcelona - Gràcia,Good,2.1534,41.3987,14,Good,24,11,24
Barcelona - Ciutadella,--,2.1874,41.3864,12,--,,11,24
Barcelona - Vall Hebron,Good,2.148,41.4261,14,Good,13,11,24
Barcelona - Palau Reial,Good,2.1151,41.3875,14,Good,8,11,24
Barcelona - Poblenou,Good,2.2045,41.4039,14,Good,19,11,24
Barcelona - Observ Fabra,Good,2.1239,41.4183,14,Good,7,11,24
Barcelona - Sants,Good,2.1331,41.3788,15,Good,14,11,24
Barcelona - Eixample,Good,2.1538,41.3853,13,Good,28,11,24
Barcelona - Gràcia,Good,2.1534,41.3987,15,Good,23,11,24
Barcelona - Ciutadella,Good,2.1874,41.3864,15,Good,13,11,24
Barcelona - Vall Hebron,Good,2.148,41.4261,15,Good,10,11,24
Barcelona - Palau Reial,Good,2.1151,41.3875,15,Good,9,11,24
Barcelona - Poblenou,Good,2.2045,41.4039,15,Good,19,11,24
Barcelona - Observ Fabra,Good,2.1239,41.4183,15,Good,6,11,24
Barcelona - Sants,Good,2.1331,41.3788,16,Good,17,11,24
Barcelona - Eixample,Good,2.1538,41.3853,14,--,,11,24
Barcelona - Gràcia,Good,2.1534,41.3987,16,Good,20,11,24
Barcelona - Ciutadella,Good,2.1874,41.3864,16,Good,17,11,24
Barcelona - Vall Hebron,Good,2.148,41.4261,16,Good,14,11,24
Barcelona - Palau Reial,Good,2.1151,41.3875,16,Good,14,11,24
Barcelona - Poblenou,Good,2.2045,41.4039,16,Good,19,11,24
Barcelona - Observ Fabra,Good,2.1239,41.4183,16,Good,12,11,24
Barcelona - Sants,Good,2.1331,41.3788,17,Good,18,11,24
Barcelona - Eixample,Good,2.1538,41.3853,15,--,,11,24
Barcelona - Gràcia,Good,2.1534,41.3987,17,Good,30,11,24
Barcelona - Ciutadella,Good,2.1874,41.3864,17,Good,25,11,24
Barcelona - Vall Hebron,Good,2.148,41.4261,17,Good,26,11,24
Barcelona - Palau Reial,Good,2.1151,41.3875,17,Good,13,11,24
Barcelona - Poblenou,Good,2.2045,41.4039,17,Good,29,11,24
Barcelona - Observ Fabra,Good,2.1239,41.4183,17,Good,15,11,24
Barcelona - Sants,Good,2.1331,41.3788,18,Good,27,11,24
Barcelona - Eixample,Good,2.1538,41.3853,16,--,,11,24
